192.168.2.50;open-server;R80.30;corp
192.168.2.247;gaiaambedded;R80.30;externe
192.168.2.66;open-server;R80.30;HQP
192.168.2.142;gaiaambedded;R80.30;externe
192.168.2.143;gaiaambedded;R80.30;externe
